expression,reading,meaning,meaning_indonesia,tags,guid
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),wanita (sama seperti 女性 (じょせい)、女の人 (おんなのひと)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,MGNGYZeM?*
不正,ふせい,"injustice, unfairness","ketidakadilan, ketidakadilan",JLPT JLPT_2 JLPT_3,J.&5HDb8II
防ぐ,ふせぐ,"to defend (against), to protect, to prevent","untuk membela (melawan), untuk melindungi, untuk mencegah",JLPT JLPT_2 JLPT_3,O_+;lEJg#]
不足,ふそく,"insufficiency, shortage","ketidakcukupan, kekurangan",JLPT JLPT_2 JLPT_3,Ip|9ih@[9P
舞台,ぶたい,stage (theater),panggung (teater),JLPT JLPT_2 JLPT_3,rkMf{ZSRD@
双子,ふたご,"twins, a twin","kembar, kembar",JLPT JLPT_2 JLPT_3,Bb6Pii78=4
再び,ふたたび,"again, once more, a second time","lagi, sekali lagi, untuk kedua kalinya",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,C$(!v<U~%+
普段,ふだん,"in everyday situations, usually, ordinarily","dalam situasi sehari-hari, biasanya, biasanya",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,scK7$1)*7n
縁,ふち,"edge, rim","tepi, pelek",JLPT JLPT_2 JLPT_3,Nc2^vNEcht
打つ,ぶつ,"to hit, to strike","untuk memukul, untuk menyerang",JLPT JLPT_2 JLPT_3,rp}j9GjVWq
不通,ふつう,"blockade, interruption, stoppage","blokade, interupsi, penghentian",JLPT JLPT_2 JLPT_3,qN|Fjh.;To
物価,ぶっか,(commodity/consumer) prices,harga (komoditas/konsumen).,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6 Genki,ihU<14Ch9m
ぶつかる,ぶつかる,"to strike, to collide with","untuk menyerang, bertabrakan",JLPT JLPT_2 JLPT_3,l|QjAIGc3_
ぶつける,ぶつける,"to knock, to strike hard, to hit and attack","mengetuk, memukul dengan keras, memukul dan menyerang",JLPT JLPT_2 JLPT_3,F|EgJ%pFG_
物質,ぶっしつ,"material, substance","materi, substansi",JLPT JLPT_2 JLPT_3,Au^iDD.N(f
物理,ぶつり,physics,fisika,JLPT JLPT_2 JLPT_3,vOwM[uj*81
筆,ふで,writing brush,kuas tulis,JLPT JLPT_2 JLPT_3,AAA2r[Yuck
ふと,ふと,"suddenly, accidentally, incidentally","tiba-tiba, tanpa sengaja, secara kebetulan",JLPT JLPT_2 JLPT_3,ueC<>j12PB
部分,ぶぶん,"portion, section, part","porsi, bagian, bagian",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,"iSJ`*:5M,+"
不平,ふへい,"complaint, discontent, dissatisfaction","keluhan, ketidakpuasan, ketidakpuasan",JLPT JLPT_2 JLPT_3,xl2t9%M;*h
不満,ふまん,"dissatisfaction, discontent, complaints","ketidakpuasan, ketidakpuasan, keluhan",JLPT JLPT_2 JLPT_3,I5+Cu{SM(2
増やす,ふやす,"to increase (v.t.), to add to","untuk menambah (v.t.), untuk menambah",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Ar(_{MW+^n
殖やす,ふやす,"to increase, to add to","untuk menambah, menambah",JLPT JLPT_2 JLPT_3,yaa{zbSv|8
プラス,プラス,plus,plus,JLPT JLPT_2 JLPT_3,IhKRA}1l&s
プラスチック,プラスチック,plastic,plastik,JLPT JLPT_2 JLPT_3,fkV!PD4#0R
プラン,プラン,plan,rencana,JLPT JLPT_2 JLPT_3,E)+h>:kQ+P
不利,ふり,"disadvantage, drawback","kelemahan, kelemahan",JLPT JLPT_2 JLPT_3,uWj1Y*sKn!
振る,ふる,"to wave, to shake; to sprinkle; to cast (actor)","melambai, mengguncang;",JLPT JLPT_2 JLPT_3,"re,?~GZ/4O"
震える,ふるえる,"to shiver, to shake, to quake","menggigil, gemetar, gemetar",JLPT JLPT_2 JLPT_3,"E(?h_-A^M,"
ブレーキ,ブレーキ,a brake,sebuah rem,JLPT JLPT_2 JLPT_3,J$]6GJ*G:F
触れる,ふれる,"to touch, to feel, to violate","menyentuh, merasakan, melanggar",JLPT JLPT_2 JLPT_3,GdRl?vrR-7
プロ,プロ,professional,profesional,JLPT JLPT_2 JLPT_3,r@c|.GwEZG
分,ぶん,"dividing, part, segment","membagi, bagian, segmen",JLPT JLPT_2 JLPT_3,B<D}`v5/5#
文,ぶん,sentence,kalimat,JLPT JLPT_2 JLPT_3,rA-6gilLFb
雰囲気,ふんいき,"atmosphere (e.g., musical), mood, ambiance","suasana (misalnya, musik), suasana hati, suasana",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,u~WAeLx^(1
分析,ぶんせき,analysis,analisa,JLPT JLPT_2 JLPT_3,BW:70ufQAS
文明,ぶんめい,civilization,peradaban,JLPT JLPT_2 JLPT_3,sa[`h{Q=[9
分野,ぶんや,"field, sphere","lapangan, bola",JLPT JLPT_2 JLPT_3,H9@l-COvuo
塀,へい,"wall, fence","dinding, pagar",JLPT JLPT_2 JLPT_3,b`Q#tC3%LL
平均,へいきん,"equilibrium, balance, average","keseimbangan, keseimbangan, rata-rata",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,"Ipp8-,$Ihp"
平和,へいわ,peace,perdamaian,JLPT JLPT_2 JLPT_3,pDR:k1Uvab
別に,べつに,"(not) particularly, nothing","(tidak) khususnya, tidak ada apa-apa",JLPT JLPT_2 JLPT_3,N>j!Oh:%5^
減らす,へらす,"to decrease, to diminish","berkurang, berkurang",JLPT JLPT_2 JLPT_3,L|9vM+.g[_
減る,へる,"to decrease (in size or number), to diminish","untuk mengurangi (dalam ukuran atau jumlah), untuk mengurangi",JLPT JLPT_2 JLPT_3,M^Mg^hFF~i
ベルト,ベルト,Belt for western clothes,Sabuk untuk pakaian barat,JLPT JLPT_2 JLPT_3,GTcb.}|Giw
変化,へんか,"change, variation, shift","perubahan, variasi, pergeseran",JLPT JLPT_2 JLPT_3,j9UWX/@2ih
ペンキ,ペンキ,paint,cat,JLPT JLPT_2 JLPT_3,DLO8LLG3|x
変更,へんこう,"change, modification, alteration","perubahan, modifikasi, pengubahan",JLPT JLPT_2 JLPT_3,bB&QqdWqmy
ベンチ,ベンチ,bench,bangku,JLPT JLPT_2 JLPT_3,"l,WHbG]2JH"
弁当,べんとう,box lunch,kotak makan siang,JLPT JLPT_2 JLPT_3,zNBqv(&}s^
方,ほう,side,samping,JLPT JLPT_2 JLPT_3,gma?L!#ps{
法,ほう,Act (law: the X Act),UU (hukum: UU X),JLPT JLPT_2 JLPT_3,okCQ@hxlIS
棒,ぼう,"pole, rod, stick","tiang, batang, tongkat",JLPT JLPT_2 JLPT_3,funENr~TQC
冒険,ぼうけん,"risk, venture, adventure","risiko, usaha, petualangan",JLPT JLPT_2 JLPT_3,Fyl;77x&X*
方向,ほうこう,"direction, course, way","arah, tentu saja, cara",JLPT JLPT_2 JLPT_3,QgNti^#[oD
報告,ほうこく,"report, information","laporan, informasi",JLPT JLPT_2 JLPT_3,y4Y?|#~uOX
宝石,ほうせき,"gem, jewel","permata, permata",JLPT JLPT_2 JLPT_3,Dj6XgRBu}x
包装,ほうそう,"packing, wrapping","pengepakan, pembungkus",JLPT JLPT_2 JLPT_3,Otsl}ZzWXb
豊富,ほうふ,"abundance, plenty","kelimpahan, banyak",JLPT JLPT_2 JLPT_3,Cs6%u[Qn0$
方法,ほうほう,"method, means, technique","metode, sarana, teknik",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,isN8<2KrA#
方々,ほうぼう,"here and there, everywhere","di sana-sini, di mana-mana",JLPT JLPT_2 JLPT_3,wl^OUsh)0d
訪問,ほうもん,"call, visit","telepon, kunjungi",JLPT JLPT_2 JLPT_3,hsC[X6BGUF
吠える,ほえる,"to bark, to howl","menggonggong, melolong",JLPT JLPT_2 JLPT_3,r$WR%olfa6
ボーイ,ボーイ,porter; boy,porter;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6,Im8]7VT7{#
ボート,ボート,rowing boat,perahu dayung,JLPT JLPT_2 JLPT_3,xMp/lL<RR-
ホーム,ホーム,platform; home,platform;,JLPT JLPT_2 JLPT_3,EyGV_xL&38
ボール,ボール,ball; bowl,bola;,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,CO}gO)BA1a
他,ほか,other (esp. places and things),lainnya (khususnya tempat dan benda),JLPT JLPT_2 JLPT_3,vw>|`^Bt^u
誇り,ほこり,pride,kebanggaan,JLPT JLPT_2 JLPT_3,yj*)/<J;Jj
埃,ほこり,dust,debu,JLPT JLPT_2 JLPT_3,AO.~g!:dGf
保証,ほしょう,"guarantee, assurance, warranty","jaminan, jaminan, jaminan",JLPT JLPT_2 JLPT_3,oroU@#(;}/
保存,ほぞん,"preservation, conservation","pelestarian, konservasi",JLPT JLPT_2 JLPT_3,hSWOh8}x1v
歩道,ほどう,walkway,gang,JLPT JLPT_2 JLPT_3,oWq+gh5t1f
仏,ほとけ,Buddha,Budha,JLPT JLPT_2 JLPT_3,r;K:#?B1W_
骨,ほね,bone,tulang,JLPT JLPT_2 JLPT_3,F)(n<tky^7
炎,ほのお,flame,api,JLPT JLPT_2 JLPT_3,td^&#ApIPe
頬,ほほ,cheek (of face),pipi (wajah),JLPT JLPT_2 JLPT_3,MW?sJAMVg:
頬,ほお,cheek (of face),pipi (wajah),JLPT JLPT_2 JLPT_3,eOL%=W-J#7
ほぼ,ほぼ,"almost, roughly","hampir, secara kasar",JLPT JLPT_2 JLPT_3,d^=kc;gm+o
微笑む,ほほえむ,to smile,untuk tersenyum,JLPT JLPT_2 JLPT_3,wVB=qNZz4J
堀,ほり,"moat, canal","parit, kanal",JLPT JLPT_2 JLPT_3,FxbDaPc9#x
濠,ほり,moat,parit,JLPT JLPT_2 JLPT_3,tU(_Pmvb9R
本当,ほんと,"truth, reality","kebenaran, kenyataan",JLPT JLPT_2 JLPT_3,b&f5kLt[Ac
本人,ほんにん,the person himself,orang itu sendiri,JLPT JLPT_2 JLPT_3,I0[E+qY%jw
本物,ほんもの,genuine article,artikel asli,JLPT JLPT_2 JLPT_3,yGED#ay|.7
ぼんやり,ぼんやり,"dim, faint, vague","redup, samar, samar-samar",JLPT JLPT_2 JLPT_3,Bu_{)ZzPr#
間,ま,"space, room, pause","ruang, ruang, jeda",JLPT JLPT_2 JLPT_3,_MKZD^wW5
まあ,まあ,well (used when making a modest or hesitant statement),baik (digunakan ketika membuat pernyataan sederhana atau ragu-ragu),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,gK]=+G-`a3
マーケット,マーケット,market,pasar,JLPT JLPT_2 JLPT_3,"z,Yj6>]ZS]"
マイク,マイク,mic,mikrofon,JLPT JLPT_2 JLPT_3,r0v`jqD@%T
迷子,まいご,lost (stray) child,anak hilang (nyasar).,JLPT JLPT_2 JLPT_3,FT#CRKr^or
マイナス,マイナス,minus,dikurangi,JLPT JLPT_2 JLPT_3,d7Qaj7)8Wq
任せる,まかせる,"to entrust to another, to leave to","untuk mempercayakan kepada orang lain, untuk menyerahkan kepada",JLPT JLPT_2 JLPT_3,L[Sv^|TveX
巻く,まく,"to wind, to coil, to roll","untuk memutar, menggulung, menggulung",JLPT JLPT_2 JLPT_3,bZ[[^glA1W
蒔く,まく,to sow (seeds),untuk menabur (benih),JLPT JLPT_2 JLPT_3,H=Zk$-##fv
撒く,まく,"to scatter, to sprinkle, to sow","untuk menyebarkan, memercikkan, menabur",JLPT JLPT_2 JLPT_3,elIwgF9#tO
幕,まく,"curtain, act (in play)","tirai, akting (dalam permainan)",JLPT JLPT_2 JLPT_3,p/poyGf`R=
負け,まけ,"defeat, loss","kekalahan, kekalahan",JLPT JLPT_2 JLPT_3,Gm;-Q!$V98
孫,まご,grandchild,cucu,JLPT JLPT_2 JLPT_3,IHHk^Ab_ve
まさか,まさか,by no means,sama sekali tidak,JLPT JLPT_2 JLPT_3,M*J/_!BP[F
まさに,まさに,"correctly, surely","benar, tentu saja",JLPT JLPT_2 JLPT_3,PW-SB}B+g9
混ざる,まざる,"to be mixed, to mingle with","untuk dicampur, untuk berbaur",JLPT JLPT_2 JLPT_3,r;?[!)ts`(
交ざる,まざる,"to be mixed, to mingle with","untuk dicampur, untuk berbaur",JLPT JLPT_2 JLPT_3,4K$w~U;He
混じる,まじる,"to be mixed, to mingle with","untuk dicampur, untuk berbaur",JLPT JLPT_2 JLPT_3,"d#EkI,dbkR"
交じる,まじる,"to be mixed, to mingle with","untuk dicampur, untuk berbaur",JLPT JLPT_2 JLPT_3,Ek]^@FM&X:
増す,ます,"to increase, to gain","untuk meningkatkan, untuk mendapatkan",JLPT JLPT_2 JLPT_3,igA/Wx5uJY
貧しい,まずしい,"poor, needy","miskin, membutuhkan",JLPT JLPT_2 JLPT_3,yhxCEWNSqv
マスター,マスター,"bar owner, master (e.g., arts, science)","pemilik bar, master (misalnya, seni, sains)",JLPT JLPT_2 JLPT_3,wPc=w@;W9x
ますます,ますます,"increasingly (same as もっと), more and more","semakin (sama dengan もっと), semakin banyak",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,tuWAGYc>]J
混ぜる,まぜる,"to mix, to stir","untuk mencampur, mengaduk",JLPT JLPT_2 JLPT_3,J@;szQ>5H7
交ぜる,まぜる,"to be mixed, to be blended with","untuk dicampur, untuk dicampur",JLPT JLPT_2 JLPT_3,PxviWu8b^f
街,まち,"town; street, road",kota;,JLPT JLPT_2 JLPT_3,HfD?AV.2#Q
間違い,まちがい,mistake,kesalahan,JLPT Genki_Ln.19 JLPT_3 JLPT_2 Genki,BDS-:};NM$
松,まつ,pine tree,pohon pinus,JLPT JLPT_2 JLPT_3,q{u(t.GeD(
真っ赤,まっか,"deep red, flushed (of face)","merah tua, memerah (wajah)",JLPT JLPT_2 JLPT_3,NaIP;.$n/b
全く,まったく,"really, completely","sungguh, sepenuhnya",JLPT JLPT_2 JLPT_3,N~j_lRE~H>
祭,まつり,"festival, feast","festival, pesta",JLPT JLPT_2 JLPT_3,b~w=W0;TL7
まとまる,まとまる,"to be collected, to be settled, to be in order","untuk dikumpulkan, untuk diselesaikan, untuk ditertibkan",JLPT JLPT_2 JLPT_3,x(|HBhj.8
まとめる,まとめる,"to put in order, to collect, to bring to a conclusion","untuk menyusun, mengumpulkan, menyimpulkan",JLPT JLPT_2 JLPT_3,iFaV|KCNxw
学ぶ,まなぶ,to learn; to study,untuk belajar;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,E-![dvkug}
真似,まね,"mimicry, imitation, behavior","mimikri, imitasi, perilaku",JLPT JLPT_2 JLPT_3,Ha/*s9C{]A
招く,まねく,to invite,untuk mengundang,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,rQ0-*9mHkN
まぶしい,まぶしい,"dazzling, radiant","mempesona, bercahaya",JLPT JLPT_2 JLPT_3,JQkYs:8mnj
柵,さく,"fence, paling","pagar, paling",JLPT_1 JLPT JLPT_3,y#vU&Fd{*`
裂ける,さける,"to split, to tear, to burst","untuk membelah, merobek, meledak",JLPT_1 JLPT JLPT_3,duhUDkU~WK
裁く,さばく,to judge,untuk menilai,JLPT_1 JLPT JLPT_3,xRke1sza<m
酸化,さんか,oxidation,oksidasi,JLPT_1 JLPT JLPT_3,D1MP^#_z1B
死,し,"death, decease","kematian, kematian",JLPT_1 JLPT JLPT_3,t06OltNZyD
資格,しかく,"qualifications, requirements, capabilities","kualifikasi, persyaratan, kemampuan",JLPT_1 JLPT JLPT_3,wi++wC}pSU
視覚,しかく,"sense of sight, vision","indera penglihatan, penglihatan",JLPT_1 JLPT JLPT_3,E=/?Opn_[&
指揮,しき,"command, direction","perintah, arahan",JLPT_1 JLPT JLPT_3,I~OJZxTkqT
磁気,じき,magnetism,daya tarik,JLPT_1 JLPT JLPT_3,"c,aD*!!MOk"
磁器,じき,"porcelain, china","porselen, Cina",JLPT_1 JLPT JLPT_3,Q82E>*!xNX
自己,じこ,"self, oneself","diri sendiri, diri sendiri",JLPT_1 JLPT JLPT_3,:az?1DOih
字体,じたい,"font, lettering","fonta, huruf",JLPT_1 JLPT JLPT_3,jz(I1Q*KVQ
辞退,じたい,refusal,penolakan,JLPT_1 JLPT JLPT_3,s^yuvY0jMN
視点,してん,"opinion, point of view, visual point","pendapat, sudut pandang, sudut visual",JLPT_1 JLPT JLPT_3,"fg,X`JJ|Co"
脂肪,しぼう,"fat, grease","lemak, lemak",JLPT_1 JLPT JLPT_3,z48jHbiC_$
志望,しぼう,"wish, desire, ambition","keinginan, keinginan, ambisi",JLPT_1 JLPT JLPT_3,r-E-GUEXsY
衆,しゅう,"masses, people","massa, orang",JLPT_1 JLPT JLPT_3,rXpmbk8=bE
住,じゅう,"dwelling, living","tempat tinggal, hidup",JLPT_1 JLPT JLPT_3,Gr~DDJR6l}
修飾,しゅうしょく,ornamentation; modification (gram),hiasan;,JLPT_1 JLPT JLPT_3,O}Nr9R^}M5
私用,しよう,"personal use, private business","penggunaan pribadi, bisnis pribadi",JLPT_1 JLPT JLPT_3,BnE{ivc`n=
仕様,しよう,"way, method, specification","cara, metode, spesifikasi",JLPT_1 JLPT JLPT_3,oE!*S&aFqD
情,じょう,"feelings, emotion, passion","perasaan, emosi, gairah",JLPT_1 JLPT JLPT_3,bl3-{=5!X[
生涯,しょうがい,one's lifetime,seumur hidup seseorang,JLPT_1 JLPT JLPT_3,Pie[%Re:m6
上司,じょうし,one's superior,atasan seseorang,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9,u|7SjLmC*W
正体,しょうたい,"natural shape, one's true colors, true character","bentuk alami, warna asli seseorang, karakter asli",JLPT_1 JLPT JLPT_3,PK*KgnJaC
照明,しょうめい,illumination,penerangan,JLPT_1 JLPT JLPT_3,D&z&8>sgOU
女史,じょし,Ms.,MS.,JLPT_1 JLPT JLPT_3,"b7C,wG{C22"
助詞,じょし,"(gram) particle(s), postposition","(gram) partikel, postposisi",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.13,"MG<?XdN0,Z"
ショック,ショック,shock,terkejut,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.4,Od5f@HtWc-
進行,しんこう,advance,maju,JLPT_1 JLPT JLPT_3,i:ZPt9q4?b
新興,しんこう,"rising, developing, emergent","bangkit, berkembang, muncul",JLPT_1 JLPT JLPT_3,e=XTe9$}W6
振興,しんこう,"promotion, encouragement","promosi, dorongan",JLPT_1 JLPT JLPT_3,w.^ogJW1(4
申告,しんこく,"report, statement","laporan, pernyataan",JLPT_1 JLPT JLPT_3,bpPy/Tdvi5
真理,しんり,truth,kebenaran,JLPT_1 JLPT JLPT_3,o~g13?^$If
水洗,すいせん,flushing,pembilasan,JLPT_1 JLPT JLPT_3,uGMalIYW7L
ストレス,ストレス,stress,menekankan,JLPT_1 JLPT JLPT_3,.v(A*gC%Q
擦る,する,"to rub, to chafe","untuk menggosok, untuk menggosok",JLPT_1 JLPT JLPT_3,BR[lU_Z<4K
正規,せいき,"regular, legitimate","teratur, sah",JLPT_1 JLPT JLPT_3,qB)0/c?(Sj
精巧,せいこう,"elaborate, delicate, exquisite","rumit, halus, indah",JLPT_1 JLPT JLPT_3,O4>$NE8IPr
精算,せいさん,"exact calculation, adjustment","perhitungan yang tepat, penyesuaian",JLPT_1 JLPT JLPT_3,ovctUT)$>z
成年,せいねん,"majority, adult age","mayoritas, usia dewasa",JLPT_1 JLPT JLPT_3,xePq0XBgP_
声明,せいめい,"declaration, statement, proclamation","deklarasi, pernyataan, proklamasi",JLPT_1 JLPT JLPT_3,B$[eh>:mkl
姓名,せいめい,full name,nama lengkap,JLPT_1 JLPT JLPT_3,C]0w+PhetE
生理,せいり,"physiology, menses","fisiologi, menstruasi",JLPT_1 JLPT JLPT_3,f73PQXWx7=
節,せつ,"when, if; section; clause","kapan, jika;",JLPT_1 JLPT JLPT_3,oxQV.29qE;
膳,ぜん,"(small) table, tray, meal","meja (kecil), nampan, makanan",JLPT_1 JLPT JLPT_3,p1wC]g~$`W
禅,ぜん,Zen (Buddhism),Zen (Buddhisme),JLPT_1 JLPT JLPT_3,iyz0<Gw>w^
選挙,せんきょ,election,pemilihan,JLPT JLPT_1 JLPT_3 Genki_Ln.23 Genki,"E:w+vZ=[*,"
先行,せんこう,"preceding, going first","sebelumnya, pergi duluan",JLPT_1 JLPT JLPT_3,H}S`T5a4|Z
選考,せんこう,"selection, screening","seleksi, penyaringan",JLPT_1 JLPT JLPT_3,f>TTKs[_O7
相,そう,"aspect, phase, countenance","aspek, fase, wajah",JLPT_1 JLPT JLPT_3,"uspMV-,ze1"
沿う,そう,"to run along, to follow","untuk berlari bersama, mengikuti",JLPT_1 JLPT JLPT_3,p/frNLfSx`
添う,そう,"to accompany, to comply with","untuk menemani, untuk mematuhi",JLPT_1 JLPT JLPT_3,hF`[B^>-hS
僧,そう,"monk, priest","biksu, pendeta",JLPT_1 JLPT JLPT_3,yw]w|=zm=s
像,ぞう,"statue, image","patung, gambar",JLPT_1 JLPT JLPT_3,nI=^X@DZIN
捜査,そうさ,"search (esp. in criminal investigations, investigation)","penggeledahan (khususnya dalam investigasi kriminal, investigasi)",JLPT_1 JLPT JLPT_3,"uDX,}/x@{/"
操縦,そうじゅう,"management, control, manipulation","manajemen, pengendalian, manipulasi",JLPT_1 JLPT JLPT_3,M>/Rq`boN-
創造,そうぞう,creation,penciptaan,JLPT_1 JLPT JLPT_3,"dp,2/)bOJR"
隊,たい,"party, troops","pesta, pasukan",JLPT_1 JLPT JLPT_3,oOV`L+=72#
退学,たいがく,dropping out of school,putus sekolah,JLPT_1 JLPT JLPT_3,A4yM&A#+4L
タイトル,タイトル,title,judul,JLPT_1 JLPT JLPT_3,C>q:RF*.r8
ダウン,ダウン,down,turun,JLPT_1 JLPT JLPT_3,P@qEmViSUu
高まる,たかまる,to rise; to grow; to mount (v.i.),untuk bangkit;,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14,p=9SjD]i]q
断つ,たつ,"to sever, to cut off","untuk memutuskan, untuk memotong",JLPT_1 JLPT JLPT_3,P?^bp-(y]k
盾,たて,shield,tameng,JLPT_1 JLPT JLPT_3,ol51jAu^|h
例え,たとえ,example; even though,contoh;,JLPT_1 JLPT JLPT_3,vD1pJmAKj2
チャイム,チャイム,chime,berbunyi,JLPT_1 JLPT JLPT_3,MQLqaV0IiT
挑戦,ちょうせん,"challenge, defiance","tantangan, pembangkangan",JLPT_1 JLPT JLPT_3,Fo2(&vWuR<
治療,ちりょう,medical treatment,perawatan medis,JLPT_1 JLPT JLPT_3,yw{9Y;C!G/
対,つい,"pair, couple, set","berpasangan, berpasangan, set",JLPT_1 JLPT JLPT_3,C;9I#$4SFJ
接ぐ,つぐ,to join; to piece together; to set (bones); to graft (trees),untuk bergabung;,JLPT_1 JLPT JLPT_3,iNY(7WR;G%
継ぐ,つぐ,to succeed (someone in a business or inheritance,untuk sukses (seseorang dalam bisnis atau warisan,JLPT_1 JLPT JLPT_3,L=(nKj-342
摘む,つむ,"to pluck, to pick, to trim","memetik, memetik, memangkas",JLPT_1 JLPT JLPT_3,F?B0wE`T~h
露,つゆ,dew,embun,JLPT_1 JLPT JLPT_3,nf%]9K}w$o
強まる,つよまる,"to get strong, to gain strength","untuk menjadi kuat, untuk mendapatkan kekuatan",JLPT_1 JLPT JLPT_3,"c,02yf|3E;"
強める,つよめる,"to strengthen, to emphasize","untuk memperkuat, untuk menekankan",JLPT_1 JLPT JLPT_3,r51ril#).:
データ,データ,data,data,JLPT_1 JLPT JLPT_3,mIV8F#]3m7
デザイン,デザイン,design,desain,JLPT_1 JLPT JLPT_3,L|t?~XL)K}
デザート,デザート,dessert,hidangan penutup,JLPT_1 JLPT JLPT_3,bL1L]V?.Fr
転校,てんこう,change schools,pindah sekolah,JLPT_1 JLPT JLPT_3,OJyP}KWKG|
伝言,でんごん,verbal message,pesan lisan,JLPT_1 JLPT JLPT_3,GvqvJ@T>v!
と,と,and,Dan,JLPT_1 JLPT JLPT_3,M:Axq>|(Kg
問う,とう,"to ask, to question","untuk bertanya, mempertanyakan",JLPT_1 JLPT JLPT_3,liQ|$R<T6G
棟,とう,ridge (of roof,punggungan (atap,JLPT_1 JLPT JLPT_3,DbAa])9/F(
倒産,とうさん,"(corporate) bankruptcy, insolvency","(perusahaan) kebangkrutan, kebangkrutan",JLPT_1 JLPT JLPT_3,z@^@3D{^xO
同士,どうし,"one another, companion, comrade","satu sama lain, rekan, kawan",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9,LZ;*se^02u
同志,どうし,"same mind, comrade, kindred soul","pikiran yang sama, kawan, jiwa yang sama",JLPT_1 JLPT JLPT_3,hK!%#l^Nm>
当然,とうぜん,obvious; natural,jelas;,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.15,cz-NMt}<Am
動揺,どうよう,"disturbance, flutter shock","gangguan, kejutan bergetar",JLPT_1 JLPT JLPT_3,A!=y9>sh0L
説く,とく,"to explain, to advocate","untuk menjelaskan, untuk mendukung",JLPT_1 JLPT JLPT_3,oUk1CBesl;
綴じる,とじる,"to bind, to file","untuk mengikat, untuk mengajukan",JLPT_1 JLPT JLPT_3,]ZHD4IQ@J
供,とも,"accompanying, attendant, companion, retinue","menemani, petugas, pendamping, pengiring",JLPT_1 JLPT JLPT_3,sml:7Y1}f0
並,なみ,"medium (e.g., food serving size, quality, price, etc.), ordinary","sedang (misalnya, ukuran porsi makanan, kualitas, harga, dll.), biasa",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.6,w_{us|Bt(V
慣らす,ならす,to accustom,untuk membiasakan,JLPT_1 JLPT JLPT_3,KYq0Q{!HJ_
馴らす,ならす,"to domesticate, to tame","untuk menjinakkan, untuk menjinakkan",JLPT_1 JLPT JLPT_3,OBi-;rN&v.
難,なん,"difficulty, hardships, defect","kesulitan, kesulitan, cacat",JLPT_1 JLPT JLPT_3,HB%n)kg>!j
音,ね,"sound, note","suara, perhatikan",JLPT_1 JLPT JLPT_3,m2~M4cm)mU
年鑑,ねんかん,yearbook,buku tahunan,JLPT_1 JLPT JLPT_3,i1+!b-Tw6h
脳,のう,"brain, memory","otak, ingatan",JLPT_1 JLPT JLPT_3,GA>&i45J`=
臨む,のぞむ,"to look out on, to face, to attend (function)","untuk melihat keluar, untuk menghadapi, untuk menghadiri (fungsi)",JLPT_1 JLPT JLPT_3,KS-n)JUr1X
肺,はい,lung,paru-paru,JLPT_1 JLPT JLPT_3,NQ;dD{HA.l
～敗,はい,"counter for loss, defeat","melawan kekalahan, kekalahan",JLPT_1 JLPT JLPT_3,Jfw=ThK<1_
映える,はえる,"to shine, to look attractive, to look pretty","untuk bersinar, agar terlihat menarik, agar terlihat cantik",JLPT_1 JLPT JLPT_3,c_<of-R32q
