expression,reading,meaning,meaning_indonesia,tags,guid
目覚める,めざめる,to wake up,untuk bangun,JLPT_1 JLPT,~I1tdEiJ_
召す,めす,"to call, to send for, to put on","untuk memanggil, untuk mengirim, untuk memakai",JLPT_1 JLPT,K%!n2|&<A0
雌,めす,female (animal),betina (hewan),JLPT_1 JLPT,EW)C>Dc!w6
目付き,めつき,"look, expression of the eyes, eyes","lihat, ekspresi mata, mata",JLPT_1 JLPT,MWZLbZ@^R+
滅亡,めつぼう,"downfall, collapse, destruction","kejatuhan, keruntuhan, kehancuran",JLPT_1 JLPT,"v,{^w}Wj5u"
メディア,メディア,media,media,JLPT_1 JLPT,A?+IR*&l/Z
目途,めど,"goal, outlook","tujuan, pandangan",JLPT_1 JLPT,iewKY)jVg]
目盛,めもり,"scale, gradations","skala, gradasi",JLPT_1 JLPT,"q0F+,vU3vc"
メロディー,メロディー,melody,melodi,JLPT_1 JLPT,coHp=(F!o=
面会,めんかい,interview,wawancara,JLPT_1 JLPT,QB;1.39?j>
免除,めんじょ,"exemption, exoneration, discharge","pembebasan, pembebasan tuduhan, pembebasan",JLPT_1 JLPT,ro}g@BYFqK
面する,めんする,"to face on, to look out on to","untuk dihadapi, untuk diwaspadai",JLPT_1 JLPT,oK/f+%co{~
面目,めんぼく,"face, honor, reputation","wajah, kehormatan, reputasi",JLPT_1 JLPT,xl=a%LW1Mr
面目,めんもく,"face, honor, reputation","wajah, kehormatan, reputasi",JLPT_1 JLPT,p4D(kkU&Ya
～網,～もう,~ network,~ jaringan,JLPT_1 JLPT,"kks{,EwPh"
設ける,もうける,"to create, to establish","untuk menciptakan, untuk membangun",JLPT_1 JLPT,MQGAfGCn2s
申し入れる,もうしいれる,"to propose, to suggest","untuk mengusulkan, menyarankan",JLPT_1 JLPT,A!/~oWN34l
申込,もうしこみ,"application, request, proposal","lamaran, permohonan, usulan",JLPT_1 JLPT,iTX<OH$n{u
申出,もうしで,"request, claim, report","permintaan, klaim, laporan",JLPT_1 JLPT,"v,YJy~@#5$"
申し出る,もうしでる,"to report to, to tell, to suggest","untuk melaporkan, untuk memberitahu, untuk menyarankan",JLPT_1 JLPT,o$K|y3;=)!
申し分,もうしぶん,"objection, shortcomings","keberatan, kekurangan",JLPT_1 JLPT,GNY9])J3>&
盲点,もうてん,blind spot,titik buta,JLPT_1 JLPT,m.:>Z[agNy
猛烈,もうれつ,"violent, vehement, rage","kekerasan, berapi-api, kemarahan",JLPT_1 JLPT,yLUeQW5(ZA
モーテル,モーテル,motel,motel,JLPT_1 JLPT,mg2c}$GoZg
もがく,もがく,"to struggle, to wriggle, to be impatient","untuk berjuang, menggeliat, menjadi tidak sabar",JLPT_1 JLPT,C7rE2*5O^8
目録,もくろく,"catalogue, catalog, list","katalog, katalog, daftar",JLPT_1 JLPT,uL+agcp`WN
目論見,もくろみ,"a plan, a scheme, intention","rencana, skema, niat",JLPT_1 JLPT,c9iE`D<`%d
模型,もけい,"model, dummy, marquette","model, boneka, marquette",JLPT_1 JLPT,ed!.{WEf4?
模索,もさく,groping (for),meraba-raba (untuk),JLPT_1 JLPT,"B4,c<+ikaa"
もしかして,もしかして,"perhaps, possibly","mungkin, mungkin",JLPT_1 JLPT,w5+%$rMA:M
もしくは,もしくは,"or, otherwise","atau, sebaliknya",JLPT_1 JLPT,f24/]y_t7c
もたらす,もたらす,"to bring, to take, to bring about","untuk membawa, mengambil, mewujudkan",JLPT_1 JLPT,k=cp%Lr}Pw
持ち切り,もちきり,"hot topic, talk of the town","topik hangat, pembicaraan tentang kota",JLPT_1 JLPT,Q~!SFE+j1*
目下,もっか,"at present, now","saat ini, sekarang",JLPT_1 JLPT,J1]`GmmTSp
専ら,もっぱら,"wholly, solely, entirely","seluruhnya, semata-mata, seluruhnya",JLPT_1 JLPT,tu&L<v;Fqv
もてなす,もてなす,"to entertain, to make welcome","untuk menghibur, untuk menyambut",JLPT_1 JLPT,K@A<3)}2cZ
もてる,もてる,"to be well liked, to be popular","untuk disukai, menjadi populer",JLPT_1 JLPT,K^XraA[CV!
モニター,モニター,(computer) monitor,monitor (komputer).,JLPT_1 JLPT,ztCrx#(s0[
物好き,ものずき,(idle) curiosity,(menganggur) rasa ingin tahu,JLPT_1 JLPT,Rb?3(vt:f>
物足りない,ものたりない,"unsatisfied, unsatisfactory","tidak puas, tidak memuaskan",JLPT_1 JLPT,KI9JcrBw_2
もはや,もはや,"already, now","sudah, sekarang",JLPT_1 JLPT,fZ`+BeK9z~
模範,もはん,"model, example","model, contoh",JLPT_1 JLPT,Mau9*C?C72
模倣,もほう,"imitation, copying","imitasi, menyalin",JLPT_1 JLPT,yUL<]q3$8n
もめる,もめる,"to disagree, to dispute","untuk tidak setuju, untuk berselisih",JLPT_1 JLPT,v(j?vVE;el
股,もも,"thigh, femur","paha, tulang paha",JLPT_1 JLPT,G_TQ_^K>(0
腿,もも,"thigh, femur","paha, tulang paha",JLPT_1 JLPT,Fl0F`YIkpg
催す,もよおす,"to hold (a meeting), to give (a dinner)","mengadakan (pertemuan), memberi (makan malam)",JLPT_1 JLPT,qKmEag$Qr@
漏らす,もらす,"to let leak, to reveal","untuk membiarkan bocor, untuk mengungkapkan",JLPT_1 JLPT,k!U%{2y7j|
盛り上がる,もりあがる,"to rouse, to swell, to rise","untuk membangunkan, membengkak, bangkit",JLPT_1 JLPT,g[M=aCpEE[
漏る,もる,"to leak, to run out","bocor, habis",JLPT_1 JLPT,ke69%r#AD.
漏れる,もれる,"to leak out, to escape, to filter out","bocor, keluar, disaring",JLPT_1 JLPT,f:|ir!hLeQ
脆い,もろい,"brittle, fragile, tender-hearted","rapuh, rapuh, berhati lembut",JLPT_1 JLPT,m7?rDT~~db
もろに,もろに,"completely, altogether, bodily","sepenuhnya, seluruhnya, secara jasmani",JLPT_1 JLPT,K3fu7*E_vY
矢,や,arrow,anak panah,JLPT_1 JLPT,uA$qbca=&2
野外,やがい,"fields, outskirts, open air, suburbs","ladang, pinggiran kota, udara terbuka, pinggiran kota",JLPT_1 JLPT,"gD=,$2gpm|"
～薬,～やく,medicine,obat,JLPT_1 JLPT,O.[e|Y6E?j
夜具,やぐ,bedding,seperai,JLPT_1 JLPT,EFUa$D)qGB
役職,やくしょく,"post, managerial position, official position","jabatan, jabatan manajerial, jabatan resmi",JLPT_1 JLPT,o1K=ON/OTS
役場,やくば,town hall,balai kota,JLPT_1 JLPT,g(k9.|^KSZ
やけに,やけに,"sure, very",tentu saja sangat,JLPT_1 JLPT,tyF=qET&O!
屋敷,やしき,mansion,rumah besar,JLPT_1 JLPT,kyE@%cV[?g
養う,やしなう,"to rear, to maintain, to cultivate","memelihara, memelihara, mengolah",JLPT_1 JLPT,neyyq^bU/c
野心,やしん,"ambition, aspiration","ambisi, aspirasi",JLPT_1 JLPT,n<1rbhOoTc
安っぽい,やすっぽい,"cheap-looking, tawdry","terlihat murahan, norak",JLPT_1 JLPT,q./Z7LJ%[7
休める,やすめる,"to rest, to suspend, to give relief","untuk beristirahat, untuk menunda, untuk memberikan kelegaan",JLPT_1 JLPT,JqF3vGaVV
野生,やせい,wild,liar,JLPT_1 JLPT,Fy^pVCXg]$
奴,やつ,"(vulg.) fellow, guy, chap","(vulg.) kawan, kawan, chap",JLPT_1 JLPT,"zof3FA<N,u"
闇,やみ,"darkness, shady, illegal","kegelapan, teduh, ilegal",JLPT_1 JLPT,s|4s:5(PD;
病む,やむ,"to fall ill, to be ill","jatuh sakit, menjadi sakit",JLPT_1 JLPT,H5M2j-I:6B
ややこしい,ややこしい,"puzzling, tangled, complicated, complex","membingungkan, kusut, rumit, rumit",JLPT_1 JLPT,ICemn<#!-X
やりとおす,やりとおす,"to carry through, to achieve, to complete","untuk melaksanakan, untuk mencapai, untuk menyelesaikan",JLPT_1 JLPT,J/n?:UTJiF
やりとげる,やりとげる,to accomplish,untuk mencapai,JLPT_1 JLPT,pEIG3P~OVf
和らげる,やわらげる,"to soften, to moderate, to relieve","untuk melembutkan, untuk memoderasi, untuk meringankan",JLPT_1 JLPT,kl6br!q.AY
ヤング,ヤング,young,muda,JLPT_1 JLPT,"gk{d%L,)K+"
～油,～ゆ,~ oil,~ minyak,JLPT_1 JLPT,QcD#WpcqE6
優位,ゆうい,"predominance, ascendancy, superiority","dominasi, kekuasaan, superioritas",JLPT_1 JLPT,kt30`|;>Vo
憂鬱,ゆううつ,"depression, melancholy","depresi, melankolis",JLPT_1 JLPT,oT|*}x?p{D
有益,ゆうえき,"beneficial, profitable","bermanfaat, menguntungkan",JLPT_1 JLPT,B/K9zqnWV+
優越,ゆうえつ,"supremacy, predominance, being superior to","supremasi, dominasi, lebih unggul",JLPT_1 JLPT,J@3^J2[Dqz
勇敢,ゆうかん,"bravery, heroism, gallantry","keberanian, kepahlawanan, kegagahan",JLPT_1 JLPT,ij|^m_ZF8l
夕暮れ,ゆうぐれ,"evening, (evening) twilight","sore, (sore) senja",JLPT_1 JLPT,xn0Tp1JH0v
融資,ゆうし,"financing, loan","pembiayaan, pinjaman",JLPT_1 JLPT,G&m_H=N/D;
有する,ゆうする,"to own, to be endowed with","untuk dimiliki, untuk diberkahi",JLPT_1 JLPT,vkF;K$-{=^
優勢,ゆうせい,"superiority, superior power, predominance","superioritas, kekuatan superior, dominasi",JLPT_1 JLPT,L0nx>W(-e+
優先,ゆうせん,"preference, priority","preferensi, prioritas",JLPT_1 JLPT,l)|YgL5_SN
誘導,ゆうどう,"guidance, leading, inducement","bimbingan, memimpin, bujukan",JLPT_1 JLPT,uG_U[CknG5
融通,ゆうずう,"adaptability, versatility, finance","kemampuan beradaptasi, keserbagunaan, keuangan",JLPT_1 JLPT,n>A>S2P-0$
優美,ゆうび,"grace, refinement, elegance","rahmat, kehalusan, keanggunan",JLPT_1 JLPT,}Ap|`a2gY
有望,ゆうぼう,"good prospects, full of hope, promising","prospek bagus, penuh harapan, menjanjikan",JLPT_1 JLPT,oFsPf~4K.z
遊牧,ゆうぼく,nomadism,cara hidup pengembara,JLPT_1 JLPT,gJX#eMq!5y
夕焼け,ゆうやけ,sunset,matahari terbenam,JLPT_1 JLPT,H_x[IPS7*X
有力,ゆうりょく,"influence, prominence; potent","pengaruh, keunggulan;",JLPT_1 JLPT,uhNbfXeT%o
幽霊,ゆうれい,"ghost, specter, phantom","hantu, hantu, hantu",JLPT_1 JLPT,d6/M)isa9B
誘惑,ゆうわく,"temptation, allurement, lure","godaan, daya pikat, iming-iming",JLPT_1 JLPT,hy!Cy1YJLH
故,ゆえ,"reason, cause, circumstances","alasan, sebab, keadaan",JLPT_1 JLPT,h8UChh;E+0
歪む,ゆがむ,"to warp, to be crooked, to be distorted","melengkung, bengkok, terdistorsi",JLPT_1 JLPT,O/sWb*b+n=
揺さぶる,ゆさぶる,"to shake, to jolt, to rock, to swing","mengguncang, menyentak, mengayun, mengayun",JLPT_1 JLPT,o>L:}zi#N(
濯ぐ,ゆすぐ,"to rinse, to wash out","untuk membilas, untuk mencuci",JLPT_1 JLPT,z.SPsly;Tq
ゆとり,ゆとり,"reserve, affluence, time (to spare)","cadangan, kemakmuran, waktu (sisa)",JLPT_1 JLPT,NS_6$;R>$L
ユニーク,ユニーク,unique,unik,JLPT_1 JLPT,E5Uv4)V5=f
ユニフォーム,ユニフォーム,uniform,seragam,JLPT_1 JLPT,n$7/R&Ww((
指差す,ゆびさす,to point at,untuk menunjuk,JLPT_1 JLPT,AE`Cr+k?sb
弓,ゆみ,bow,busur,JLPT_1 JLPT,mG05Jx(c4U
揺らぐ,ゆらぐ,"to swing, to sway, to shake","berayun, bergoyang, bergoyang",JLPT_1 JLPT,zGZf|<JX8y
緩む,ゆるむ,"to become loose, to slacken","menjadi longgar, mengendur",JLPT_1 JLPT,m#?_Dh<o@V
緩める,ゆるめる,"to loosen, to slow down","untuk melonggarkan, untuk memperlambat",JLPT_1 JLPT,RfPhr}DF_M
緩やか,ゆるやか,lenient,lunak,JLPT_1 JLPT,"jM`-s,o~rY"
要因,よういん,"primary factor, main cause","faktor utama, penyebab utama",JLPT_1 JLPT,"PDhRFT[0+,"
溶液,ようえき,solution,larutan,JLPT_1 JLPT,"r|,.l+IJQ{"
用件,ようけん,business,bisnis,JLPT_1 JLPT,C-)X0ioICv
養護,ようご,"protection, nursing, protective care","perlindungan, keperawatan, perawatan pelindung",JLPT_1 JLPT,N|{MY>0Lab
用紙,ようし,a form,sebuah formulir,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.3,bG0P/-5o6f
様式,ようしき,"style, form, pattern","gaya, bentuk, pola",JLPT_1 JLPT,xVY.ZL|vDW
要する,ようする,"to demand, to require, to take","menuntut, meminta, menerima",JLPT_1 JLPT,P^j;$V:Pev
要請,ようせい,"claim, demand, request, application","klaim, permintaan, permintaan, aplikasi",JLPT_1 JLPT,"Dy@,)<4%*N"
様相,ようそう,aspect,aspek,JLPT_1 JLPT,jpni?rjeGN
用品,ようひん,"articles, supplies, parts","barang, persediaan, suku cadang",JLPT_1 JLPT,M7dV_3mZ.d
洋風,ようふう,western style,gaya barat,JLPT_1 JLPT,tBk{]R??>Z
用法,ようほう,"directions, rules of use","petunjuk arah, aturan pakai",JLPT_1 JLPT,NFkcD+Ao.H
要望,ようぼう,"demand for, request","permintaan, permintaan",JLPT_1 JLPT,B{KHwh(BxM
余暇,よか,"leisure, leisure time, spare time","waktu luang, waktu senggang, waktu luang",JLPT_1 JLPT,u`/)9|k2cq
予感,よかん,"presentiment, premonition","firasat, firasat",JLPT_1 JLPT,CdRj.vDXXz
余興,よきょう,"side show, entertainment","pertunjukan sampingan, hiburan",JLPT_1 JLPT,se@{9}ijE~
預金,よきん,"deposit, bank account","deposito, rekening bank",JLPT_1 JLPT,AT=*3Iv8cw
欲,よく,"greed, wants","keserakahan, keinginan",JLPT_1 JLPT,wL1+)L#<Om
抑圧,よくあつ,"restraint, oppression, suppression","pengekangan, penindasan, penindasan",JLPT_1 JLPT,b!*U/^@Y/m
浴室,よくしつ,"bathroom, bath","kamar mandi, mandi",JLPT_1 JLPT,H)~?~hPVN<
抑制,よくせい,"control, restraint, suppression","pengendalian, pengekangan, penindasan",JLPT_1 JLPT,H)Ghd^1QF6
欲深い,よくふかい,greedy,tamak,JLPT_1 JLPT,e?a3SOn$}u
欲望,よくぼう,"desire, appetite","keinginan, nafsu makan",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o.og0WiUHF
避ける,よける,"to avoid (physical contact with; to ward off, to avert","untuk menghindari (kontak fisik dengan; untuk menangkal, untuk menghindari",JLPT_1 JLPT,w}V+UOhCI~
予言,よげん,"prediction, promise, prognostication","prediksi, janji, ramalan",JLPT_1 JLPT,H_Z4P-@?E;
横綱,よこづな,sumo grand champion,juara utama sumo,JLPT_1 JLPT,P#D)i6dV;s
汚れ,よごれ,"dirt, filth","kotoran, kotoran",JLPT_1 JLPT,"jq?[h<.nx,"
よし (かん),よし (かん),all right!,Baiklah!,JLPT_1 JLPT,u5UVAmt|+p
良し,よし,all right!,Baiklah!,JLPT_1 JLPT,ze3SZ]}-(^
善し悪し,よしあし,"good or bad, merits or demerits, quality","baik atau buruk, kelebihan atau kekurangan, kualitas",JLPT_1 JLPT,ub0?2]DZCo
余所見,よそみ,"looking away, looking aside","memalingkan muka, melihat ke samping",JLPT_1 JLPT,rQWf8.vXBd
余地,よち,"place, room, margin","tempat, ruangan, margin",JLPT_1 JLPT,cFUuXOAAN@
よって (よりどころ),よって (よりどころ),"therefore, consequently","oleh karena itu, akibatnya",JLPT_1 JLPT,Jty=:!ShWn
与党,よとう,"government party, (ruling) party in power, government","partai pemerintah, partai (yang berkuasa) yang berkuasa, pemerintah",JLPT_1 JLPT,Pjs4V/6-Tk
呼び止める,よびとめる,to flag down,untuk menurunkan bendera,JLPT_1 Intermediate_Japanese_Ln.6 JLPT Intermediate_Japanese,oQ(`IiM1(t
夜更し,よふかし,"staying up late, keeping late hours","begadang, begadang",JLPT_1 JLPT,b2@Q&QWM~Z
夜更け,よふけ,late at night,larut malam,JLPT_1 JLPT,EAa.IIVk2{
余程,よほど,"very, much, to a large extent, quite","sangat, banyak, sebagian besar, cukup",JLPT_1 JLPT,r:W.A5F_=m
読み上げる,よみあげる,"to read out loud (and clearly), to call a roll","untuk membaca dengan suara keras (dan jelas), untuk menyebutkan nama",JLPT_1 JLPT,c2W8@Ns@MB
～寄り,～より,"near to ~ (e.g., North by East)","dekat dengan ~ (misalnya, Utara oleh Timur)",JLPT_1 JLPT,AF4/UYB9T5
寄り掛かる,よりかかる,"to lean against, to recline on, to lean on, to rely on","untuk bersandar, untuk bersandar, untuk bersandar, untuk bersandar",JLPT_1 JLPT,n>&m--dPQu
世論,よろん,public opinion,opini publik,JLPT_1 JLPT,gryKv+N</S
弱る,よわる,"to weaken, to be troubled, to be emaciated","untuk melemah, menjadi bermasalah, menjadi kurus",JLPT_1 JLPT,K>FuuD!+>/
来場,らいじょう,attendance,kehadiran,JLPT_1 JLPT,o#f@&YbcYY
ライス,ライス,rice,beras,JLPT_1 JLPT,q#0OB)RX;*
酪農,らくのう,dairy farming,peternakan sapi perah,JLPT_1 JLPT,ym$h5c;ttT
落下,らっか,"fall, drop, come down","jatuh, jatuh, turun",JLPT_1 JLPT,A7]wCr6wWL
楽観,らっかん,optimism,optimisme,JLPT_1 JLPT,k~>dbLQz-7
ランプ,ランプ,lamp; ramp,lampu;,JLPT_1 JLPT,C!7~*Q0J*S
濫用,らんよう,"abuse, misuse, using to excess","penyalahgunaan, penyalahgunaan, penggunaan berlebihan",JLPT_1 JLPT,CFNU<F}Co&
リード,リード,lead; reed,memimpin;,JLPT_1 JLPT,f;Gy:Z95DB
理屈,りくつ,"theory, reason","teori, alasan",JLPT_1 JLPT,"Mh,Xn3W#yG"
利子,りし,interest (bank),bunga (bank),JLPT_1 JLPT,AEJ.8_NM:H
利潤,りじゅん,"profit, returns","keuntungan, pengembalian",JLPT_1 JLPT,LuA(&F@>8^
理性,りせい,"reason, sense","alasan, akal",JLPT_1 JLPT,hFk%V[}poF
利息,りそく,interest (bank),bunga (bank),JLPT_1 JLPT,jiW}gvaFbu
立体,りったい,solid body,tubuh padat,JLPT_1 JLPT,c$*Ro:kj?0
立方,りっぽう,cube,kubus,JLPT_1 JLPT,f~_S5!(=mz
立法,りっぽう,"legislation, lawmaking","legislasi, pembuatan undang-undang",JLPT_1 JLPT,Ap&ba>BFUP
利点,りてん,"advantage, point in favor","keuntungan, mendukung",JLPT_1 JLPT,tXy6bul-X8
略奪,りゃくだつ,"pillage, looting, robbery","penjarahan, penjarahan, perampokan",JLPT_1 JLPT,gDxp+5=#Xg
略語,りゃくご,"abbreviation, acronym","singkatan, akronim",JLPT_1 JLPT,K>oKmQ]kga
流通,りゅうつう,"circulation of money or goods, distribution","peredaran uang atau barang, pendistribusian",JLPT_1 JLPT,H5O$EOa.I6
領域,りょういき,"area, territory, region","wilayah, wilayah, wilayah",JLPT_1 JLPT,HiA.[31{b|
了解,りょうかい,"comprehension, consent, understanding","pemahaman, persetujuan, pemahaman",JLPT_1 JLPT,kxhJ=)Od=Q
領海,りょうかい,territorial waters,perairan teritorial,JLPT_1 JLPT,MB@]yC;xab
両極,りょうきょく,"both extremities, north and south poles","kedua ekstremitas, kutub utara dan selatan",JLPT_1 JLPT,I]j83bI=8Q
良好,りょうこう,"favorable, satisfactory","menguntungkan, memuaskan",JLPT_1 JLPT,d:q8$rI;Jz
良識,りょうしき,good sense,akal sehat,JLPT_1 JLPT,g^(nW>D*vj
良質,りょうしつ,"good quality, superior quality","kualitas bagus, kualitas unggul",JLPT_1 JLPT,nVu=s-lEz|
了承,りょうしょう,"acknowledgment, understanding","pengakuan, pemahaman",JLPT_1 JLPT,j]m*irzgE:
良心,りょうしん,conscience,hati nurani,JLPT_1 JLPT,I#~pygL#h!
領地,りょうち,territory,wilayah,JLPT_1 JLPT,y}6|eQ/0%E
領土,りょうど,"territory, possession","wilayah, kepemilikan",JLPT_1 JLPT,xYhB+8`@i2
両立,りょうりつ,"compatibility, coexistence, standing together","kecocokan, hidup berdampingan, berdiri bersama",JLPT_1 JLPT,p7by!eTW@3
旅客,りょかく,passenger,penumpang,JLPT_1 JLPT,I8wSM=gOtR
旅券,りょけん,passport,paspor,JLPT_1 JLPT,u/udi_w#M!
履歴,りれき,"personal history, background, log","riwayat pribadi, latar belakang, log",JLPT_1 JLPT,lgw@;Sby)x
理論,りろん,theory,teori,JLPT_1 JLPT,Kkq/Vwo|)`
林業,りんぎょう,forestry,kehutanan,JLPT_1 JLPT,l$qH?E<2YH
類,るい,"kind, class, family","baik hati, kelas, keluarga",JLPT_1 JLPT,o&+Ivn(%oO
類推,るいすい,analogy,analogi,JLPT_1 JLPT,MG!~-T=}_S
類似,るいじ,analogous,sejalan,JLPT_1 JLPT,l=?07xJqV=
ルーズ,ルーズ,loose,longgar,JLPT_1 JLPT,t;l^jLhRxc
冷酷,れいこく,"cruelty, coldheartedness, ruthless","kekejaman, berhati dingin, kejam",JLPT_1 JLPT,Gpei)G)?`V
冷蔵,れいぞう,refrigeration,pendinginan,JLPT_1 JLPT,"IYaX-(,sbM"
冷淡,れいたん,"coolness, indifference","kesejukan, ketidakpedulian",JLPT_1 JLPT,Q5Ez[qRMa0
レース,レース,race; lace,balapan;,JLPT_1 JLPT,kxs-fAUJum
レギュラー,レギュラー,regular,biasa,JLPT_1 JLPT,"f@``;g,,Yd"
レッスン,レッスン,lesson,pelajaran,JLPT_1 JLPT,JfvUf_?9-:
レディー,レディー,lady,wanita,JLPT_1 JLPT,p!9sykDKO0
レバー,レバー,lever; liver,tuas;,JLPT_1 JLPT,Ml*IZFZKKl
恋愛,れんあい,"love, romance","cinta, romansa",JLPT_1 JLPT,"g0Js_zq8,k"
バッテリー,バッテリー,battery,baterai,JLPT_1 JLPT,p?ZvzxPq%b
バット,バット,"bat, vat","kelelawar, tong",JLPT_1 JLPT,Q^}DTOnkl|
発病,はつびょう,"attack, to become sick","menyerang, menjadi sakit",JLPT_1 JLPT,BvVN^85[N;
初耳,はつみみ,something heard for the first time,sesuatu yang terdengar untuk pertama kalinya,JLPT_1 JLPT,DQ%JLcfuZZ
果て,はて,"the end, the extremity, the limit(s)","ujung, ujung, batas",JLPT_1 JLPT,"b57,px8J*K"
果てる,はてる,"to end, to be finished, to be exhausted","untuk mengakhiri, untuk diselesaikan, untuk habis",JLPT_1 JLPT,"bAff*:bf*,"
ばてる,ばてる,"to be exhausted, to be worn out","menjadi lelah, menjadi lelah",JLPT_1 JLPT,r>0SmD(F4h
パトカー,パトカー,patrol car,mobil patroli,JLPT_1 JLPT,"EO|xx2G2G,"
甚だ,はなはだ,"very, greatly, exceedingly","sangat, sangat, sangat",JLPT_1 JLPT,OQgv[Rp`!?
華々しい,はなばなしい,"brilliant, magnificent, spectacular","brilian, luar biasa, spektakuler",JLPT_1 JLPT,v^@Rm/*uYq
花びら,はなびら,(flower) petal,kelopak (bunga).,JLPT_1 JLPT,gVEobi&glz
華やか,はなやか,"brilliant, gorgeous, florid","cemerlang, cantik, kemerahan",JLPT_1 JLPT,b*1sjY=VE6
阻む,はばむ,"to keep someone from doing, to stop, to oppose","untuk mencegah seseorang melakukan, untuk berhenti, untuk menentang",JLPT_1 JLPT,KW0lr0LPyk
浜,はま,"beach, seashore","pantai, pantai laut",JLPT_1 JLPT,gaeewOTy8/
浜辺,はまべ,"beach, foreshore","pantai, tepi pantai",JLPT_1 JLPT,AL_W(0hn&V
はまる,はまる,"to get into, to go into, to fit, to be fit for, to suit","untuk masuk ke dalam, untuk masuk ke dalam, untuk menyesuaikan diri, untuk menyesuaikan diri, untuk menyesuaikan diri",JLPT_1 JLPT,key3o7$aM}
早める,はやめる,"to hasten, to quicken, to accelerate","untuk mempercepat, untuk mempercepat, untuk mempercepat",JLPT_1 JLPT,hS]svbo-ig
